Drug1,Drug2,cell,drug1_db,drug2_db,synergy,fold
5-FU,MK-8669,A2780,DB00544,DB06233,16.2953130836,0
5-FU,MK-8669,A375,DB00544,DB06233,12.762759503800002,0
5-FU,MK-8669,CAOV3,DB00544,DB06233,8.763442761,0
5-FU,MK-8669,DLD1,DB00544,DB06233,24.5517899509,0
5-FU,MK-8669,ES2,DB00544,DB06233,15.7050804162,0
5-FU,MK-8669,HCT116,DB00544,DB06233,2.5493305703,0
5-FU,MK-8669,HT144,DB00544,DB06233,4.9157412874,0
5-FU,MK-8669,HT29,DB00544,DB06233,11.8105759879,0
5-FU,MK-8669,KPL1,DB00544,DB06233,11.1882098652,0
5-FU,MK-8669,LOVO,DB00544,DB06233,6.8775912152,0
5-FU,MK-8669,MDAMB436,DB00544,DB06233,17.4363297943,0
5-FU,MK-8669,NCIH1650,DB00544,DB06233,15.8598946229,0
5-FU,MK-8669,NCIH2122,DB00544,DB06233,10.3041819135,0
5-FU,MK-8669,NCIH23,DB00544,DB06233,21.7378102867,0
5-FU,MK-8669,NCIH460,DB00544,DB06233,5.0187908405,0
5-FU,MK-8669,NCIH520,DB00544,DB06233,8.1541053655,0
5-FU,MK-8669,OV90,DB00544,DB06233,9.5625919221,0
5-FU,MK-8669,RKO,DB00544,DB06233,23.2541342238,0
5-FU,MK-8669,RPMI7951,DB00544,DB06233,27.3312274488,0
5-FU,MK-8669,SKMEL30,DB00544,DB06233,28.1921047119,0
5-FU,MK-8669,SKMES1,DB00544,DB06233,8.5169054379,0
5-FU,MK-8669,SKOV3,DB00544,DB06233,28.7151483289,0
5-FU,MK-8669,SW620,DB00544,DB06233,12.1373778076,0
5-FU,MK-8669,SW837,DB00544,DB06233,12.4165920546,0
5-FU,MK-8669,T47D,DB00544,DB06233,24.178581994,0
5-FU,MK-8669,UACC62,DB00544,DB06233,12.1256517911,0
5-FU,MK-8669,VCAP,DB00544,DB06233,29.6719018896,0
5-FU,MK-8669,ZR751,DB00544,DB06233,10.3250317023,0
5-FU,MK-8776,A2058,DB00544,DB11899,23.5227129994,4
5-FU,MK-8776,A2780,DB00544,DB11899,9.9663216014,4
5-FU,MK-8776,A375,DB00544,DB11899,22.097336411649998,4
5-FU,MK-8776,CAOV3,DB00544,DB11899,57.10355598195,4
5-FU,MK-8776,DLD1,DB00544,DB11899,6.408302641100001,4
5-FU,MK-8776,ES2,DB00544,DB11899,-10.662338489349999,4
5-FU,MK-8776,HCT116,DB00544,DB11899,14.95230706505,4
5-FU,MK-8776,HT144,DB00544,DB11899,3.3707291943,4
5-FU,MK-8776,HT29,DB00544,DB11899,13.4315421383,4
5-FU,MK-8776,KPL1,DB00544,DB11899,-1.2087696449,4
5-FU,MK-8776,LOVO,DB00544,DB11899,3.6292724001,4
5-FU,MK-8776,MDAMB436,DB00544,DB11899,43.3548506205,4
5-FU,MK-8776,NCIH1650,DB00544,DB11899,14.0408932059,4
5-FU,MK-8776,NCIH2122,DB00544,DB11899,12.638475783999999,4
5-FU,MK-8776,NCIH23,DB00544,DB11899,1.4560805635000003,4
5-FU,MK-8776,NCIH460,DB00544,DB11899,24.8460568521,4
5-FU,MK-8776,NCIH520,DB00544,DB11899,18.3059071731,4
5-FU,MK-8776,OV90,DB00544,DB11899,3.1552001791000004,4
5-FU,MK-8776,RKO,DB00544,DB11899,18.4228588221,4
5-FU,MK-8776,RPMI7951,DB00544,DB11899,4.9236207844,4
5-FU,MK-8776,SKMEL30,DB00544,DB11899,-81.4412836641,4
5-FU,MK-8776,SKMES1,DB00544,DB11899,16.9849025523,4
5-FU,MK-8776,SKOV3,DB00544,DB11899,5.559655014,4
5-FU,MK-8776,SW620,DB00544,DB11899,7.248509939150001,4
5-FU,MK-8776,SW837,DB00544,DB11899,-20.5265828587,4
5-FU,MK-8776,T47D,DB00544,DB11899,2.4581985545,4
5-FU,MK-8776,UACC62,DB00544,DB11899,6.6260817062,4
5-FU,MK-8776,VCAP,DB00544,DB11899,10.868914741,4
5-FU,MK-8776,ZR751,DB00544,DB11899,-0.4083073108,4
5-FU,PD325901,A2058,DB00544,DB07101,2.2648345474,0
5-FU,PD325901,A2780,DB00544,DB07101,24.6101491603,0
5-FU,PD325901,A375,DB00544,DB07101,-1.7928723116999998,0
5-FU,PD325901,CAOV3,DB00544,DB07101,-1.1278026191,0
5-FU,PD325901,DLD1,DB00544,DB07101,18.4586259032,0
5-FU,PD325901,ES2,DB00544,DB07101,2.8147383704,0
5-FU,PD325901,HCT116,DB00544,DB07101,18.3212116826,0
5-FU,PD325901,HT144,DB00544,DB07101,9.118873978,0
5-FU,PD325901,HT29,DB00544,DB07101,3.1505895344,0
5-FU,PD325901,KPL1,DB00544,DB07101,-6.3450322174,0
5-FU,PD325901,LOVO,DB00544,DB07101,-6.245195085700001,0
5-FU,PD325901,MDAMB436,DB00544,DB07101,9.3580687088,0
5-FU,PD325901,NCIH1650,DB00544,DB07101,4.3253730787,0
5-FU,PD325901,NCIH2122,DB00544,DB07101,3.0974502827,0
5-FU,PD325901,NCIH23,DB00544,DB07101,4.2627084216,0
5-FU,PD325901,NCIH460,DB00544,DB07101,16.3321845736,0
5-FU,PD325901,NCIH520,DB00544,DB07101,-1.1429154638,0
5-FU,PD325901,OV90,DB00544,DB07101,-6.5669900061,0
5-FU,PD325901,RKO,DB00544,DB07101,9.445147693,0
5-FU,PD325901,RPMI7951,DB00544,DB07101,0.6327841094,0
5-FU,PD325901,SKMEL30,DB00544,DB07101,-144.401654641,0
5-FU,PD325901,SKMES1,DB00544,DB07101,-5.4245533988,0
5-FU,PD325901,SKOV3,DB00544,DB07101,2.8529330664,0
5-FU,PD325901,SW620,DB00544,DB07101,2.3472546751,0
5-FU,PD325901,SW837,DB00544,DB07101,0.9460961282,0
5-FU,PD325901,T47D,DB00544,DB07101,46.9965795657,0
5-FU,PD325901,UACC62,DB00544,DB07101,-3.4432324072000005,0
5-FU,PD325901,VCAP,DB00544,DB07101,11.4350299448,0
5-FU,PD325901,ZR751,DB00544,DB07101,-7.0184742351,0
5-FU,SORAFENIB,A2058,DB00544,DB00398,1.4874561767,2
5-FU,SORAFENIB,A2780,DB00544,DB00398,2.0773183622,2
5-FU,SORAFENIB,A375,DB00544,DB00398,1.3124466837,2
5-FU,SORAFENIB,CAOV3,DB00544,DB00398,-16.672203421400003,2
5-FU,SORAFENIB,DLD1,DB00544,DB00398,6.3205105557,2
5-FU,SORAFENIB,ES2,DB00544,DB00398,0.126680077,2
5-FU,SORAFENIB,HCT116,DB00544,DB00398,-1.9550253911,2
5-FU,SORAFENIB,HT144,DB00544,DB00398,4.4595025987,2
5-FU,SORAFENIB,HT29,DB00544,DB00398,-3.5516108333,2
5-FU,SORAFENIB,KPL1,DB00544,DB00398,-5.0462835752,2
5-FU,SORAFENIB,LOVO,DB00544,DB00398,-13.8153437725,2
5-FU,SORAFENIB,MDAMB436,DB00544,DB00398,-4.3043170757,2
5-FU,SORAFENIB,NCIH1650,DB00544,DB00398,-2.5001498348,2
5-FU,SORAFENIB,NCIH2122,DB00544,DB00398,-3.7688232307,2
5-FU,SORAFENIB,NCIH23,DB00544,DB00398,-1.2868109975,2
5-FU,SORAFENIB,NCIH460,DB00544,DB00398,-0.8956375394,2
5-FU,SORAFENIB,NCIH520,DB00544,DB00398,5.28680143,2
5-FU,SORAFENIB,OV90,DB00544,DB00398,2.4168372005000003,2
5-FU,SORAFENIB,RKO,DB00544,DB00398,1.8835839134,2
5-FU,SORAFENIB,RPMI7951,DB00544,DB00398,-5.0414726511,2
5-FU,SORAFENIB,SKMEL30,DB00544,DB00398,2.1200282831,2
5-FU,SORAFENIB,SKMES1,DB00544,DB00398,0.2851544499,2
5-FU,SORAFENIB,SKOV3,DB00544,DB00398,10.236335902,2
5-FU,SORAFENIB,SW620,DB00544,DB00398,0.5741526967,2
5-FU,SORAFENIB,SW837,DB00544,DB00398,-8.6089625102,2
5-FU,SORAFENIB,T47D,DB00544,DB00398,-4.531377558,2
5-FU,SORAFENIB,UACC62,DB00544,DB00398,0.3264493142,2
5-FU,SORAFENIB,VCAP,DB00544,DB00398,1.4443077438999998,2
5-FU,SORAFENIB,ZR751,DB00544,DB00398,-11.3617926586,2
5-FU,SUNITINIB,A2058,DB00544,DB01268,9.6216201263,3
5-FU,SUNITINIB,A2780,DB00544,DB01268,9.7009863748,3
5-FU,SUNITINIB,A375,DB00544,DB01268,7.351048596900001,3
5-FU,SUNITINIB,CAOV3,DB00544,DB01268,5.0921362527,3
5-FU,SUNITINIB,DLD1,DB00544,DB01268,10.9052610933,3
5-FU,SUNITINIB,ES2,DB00544,DB01268,14.4138207528,3
5-FU,SUNITINIB,HCT116,DB00544,DB01268,7.3327834929,3
5-FU,SUNITINIB,HT144,DB00544,DB01268,4.6773891182,3
5-FU,SUNITINIB,HT29,DB00544,DB01268,3.3790463977,3
5-FU,SUNITINIB,KPL1,DB00544,DB01268,7.2294877967,3
5-FU,SUNITINIB,LOVO,DB00544,DB01268,2.0823101764,3
5-FU,SUNITINIB,MDAMB436,DB00544,DB01268,5.231389264700001,3
5-FU,SUNITINIB,NCIH1650,DB00544,DB01268,4.374037921,3
5-FU,SUNITINIB,NCIH2122,DB00544,DB01268,5.838627875399999,3
5-FU,SUNITINIB,NCIH23,DB00544,DB01268,3.1416706675,3
5-FU,SUNITINIB,NCIH460,DB00544,DB01268,7.1293241074,3
5-FU,SUNITINIB,NCIH520,DB00544,DB01268,5.8103410824,3
5-FU,SUNITINIB,OV90,DB00544,DB01268,3.664358548,3
5-FU,SUNITINIB,RKO,DB00544,DB01268,7.996355114400001,3
5-FU,SUNITINIB,RPMI7951,DB00544,DB01268,-1.3432610887,3
5-FU,SUNITINIB,SKMEL30,DB00544,DB01268,3.6671652339,3
5-FU,SUNITINIB,SKMES1,DB00544,DB01268,11.9026148133,3
5-FU,SUNITINIB,SKOV3,DB00544,DB01268,18.264384797,3
5-FU,SUNITINIB,SW620,DB00544,DB01268,6.8594980389,3
5-FU,SUNITINIB,SW837,DB00544,DB01268,-4.9018368368,3
5-FU,SUNITINIB,T47D,DB00544,DB01268,8.9411543323,3
5-FU,SUNITINIB,UACC62,DB00544,DB01268,8.795687473300001,3
5-FU,SUNITINIB,VCAP,DB00544,DB01268,12.4837989607,3
5-FU,SUNITINIB,ZR751,DB00544,DB01268,6.1696274325,3
5-FU,TEMOZOLOMIDE,A2058,DB00544,DB00853,2.774368984,0
5-FU,TEMOZOLOMIDE,A2780,DB00544,DB00853,-0.6043528353000001,0
5-FU,TEMOZOLOMIDE,A375,DB00544,DB00853,-15.9833359407,0
5-FU,TEMOZOLOMIDE,CAOV3,DB00544,DB00853,-35.660634073699995,0
5-FU,TEMOZOLOMIDE,DLD1,DB00544,DB00853,-4.7534220534,0
5-FU,TEMOZOLOMIDE,ES2,DB00544,DB00853,3.4256071333,0
5-FU,TEMOZOLOMIDE,HCT116,DB00544,DB00853,-15.6630918406,0
5-FU,TEMOZOLOMIDE,HT144,DB00544,DB00853,-24.2865179978,0
5-FU,TEMOZOLOMIDE,HT29,DB00544,DB00853,-13.1781205798,0
5-FU,TEMOZOLOMIDE,KPL1,DB00544,DB00853,-32.0355147382,0
5-FU,TEMOZOLOMIDE,LOVO,DB00544,DB00853,-17.9661402898,0
5-FU,TEMOZOLOMIDE,MDAMB436,DB00544,DB00853,7.5465251368,0
5-FU,TEMOZOLOMIDE,NCIH1650,DB00544,DB00853,-16.1361150349,0
5-FU,TEMOZOLOMIDE,NCIH2122,DB00544,DB00853,-4.9764338356,0
5-FU,TEMOZOLOMIDE,NCIH23,DB00544,DB00853,-22.4185818942,0
5-FU,TEMOZOLOMIDE,NCIH460,DB00544,DB00853,-23.4110538092,0
5-FU,TEMOZOLOMIDE,NCIH520,DB00544,DB00853,2.0155138901,0
5-FU,TEMOZOLOMIDE,OV90,DB00544,DB00853,-8.7345776972,0
5-FU,TEMOZOLOMIDE,RKO,DB00544,DB00853,-9.3234303757,0
5-FU,TEMOZOLOMIDE,RPMI7951,DB00544,DB00853,0.4705453494,0
5-FU,TEMOZOLOMIDE,SKMEL30,DB00544,DB00853,-55.9657770968,0
5-FU,TEMOZOLOMIDE,SKMES1,DB00544,DB00853,5.0475400042,0
5-FU,TEMOZOLOMIDE,SKOV3,DB00544,DB00853,-4.0214911175,0
5-FU,TEMOZOLOMIDE,SW620,DB00544,DB00853,4.8401732759,0
5-FU,TEMOZOLOMIDE,SW837,DB00544,DB00853,-44.6178967978,0
5-FU,TEMOZOLOMIDE,T47D,DB00544,DB00853,-31.4891658645,0
5-FU,TEMOZOLOMIDE,UACC62,DB00544,DB00853,-11.9686244337,0
5-FU,TEMOZOLOMIDE,VCAP,DB00544,DB00853,-2.7295163788,0
5-FU,TEMOZOLOMIDE,ZR751,DB00544,DB00853,-51.9886204389,0
5-FU,ZOLINZA,A2058,DB00544,DB02546,-5.508119589400001,2
5-FU,ZOLINZA,A2780,DB00544,DB02546,-3.8484012734,2
5-FU,ZOLINZA,A375,DB00544,DB02546,0.369467134,2
5-FU,ZOLINZA,CAOV3,DB00544,DB02546,-3.5185375031,2
5-FU,ZOLINZA,DLD1,DB00544,DB02546,0.0498056708,2
5-FU,ZOLINZA,ES2,DB00544,DB02546,-1.6898167611,2
5-FU,ZOLINZA,HCT116,DB00544,DB02546,-8.735905545,2
5-FU,ZOLINZA,HT144,DB00544,DB02546,-4.394725665899999,2
5-FU,ZOLINZA,HT29,DB00544,DB02546,-1.4276838904,2
5-FU,ZOLINZA,KPL1,DB00544,DB02546,-4.3433848339,2
5-FU,ZOLINZA,LOVO,DB00544,DB02546,-8.3980484627,2
5-FU,ZOLINZA,MDAMB436,DB00544,DB02546,4.8604421398,2
5-FU,ZOLINZA,NCIH1650,DB00544,DB02546,0.6313037721,2
5-FU,ZOLINZA,NCIH2122,DB00544,DB02546,10.6562695753,2
5-FU,ZOLINZA,NCIH23,DB00544,DB02546,-15.105676358599998,2
5-FU,ZOLINZA,NCIH460,DB00544,DB02546,7.0572183289,2
5-FU,ZOLINZA,NCIH520,DB00544,DB02546,-7.7029527708,2
5-FU,ZOLINZA,OV90,DB00544,DB02546,-0.2102682387,2
5-FU,ZOLINZA,RKO,DB00544,DB02546,11.048340688800002,2
5-FU,ZOLINZA,RPMI7951,DB00544,DB02546,-0.2406381746,2
5-FU,ZOLINZA,SKMEL30,DB00544,DB02546,-4.8803976276,2
5-FU,ZOLINZA,SKMES1,DB00544,DB02546,14.0621636356,2
5-FU,ZOLINZA,SKOV3,DB00544,DB02546,5.7029550682000005,2
5-FU,ZOLINZA,SW620,DB00544,DB02546,-17.2280051562,2
5-FU,ZOLINZA,SW837,DB00544,DB02546,-3.532158377,2
5-FU,ZOLINZA,T47D,DB00544,DB02546,7.5300079477,2
5-FU,ZOLINZA,UACC62,DB00544,DB02546,3.9324234508,2
5-FU,ZOLINZA,VCAP,DB00544,DB02546,22.9956559083,2
5-FU,ZOLINZA,ZR751,DB00544,DB02546,-20.6775127639,2
ABT-888,BEZ-235,A2058,DB07232,DB11651,24.0709714753,3
ABT-888,BEZ-235,A2780,DB07232,DB11651,29.4397143108,3
ABT-888,BEZ-235,A375,DB07232,DB11651,26.7770275075,3
ABT-888,BEZ-235,CAOV3,DB07232,DB11651,48.3199690961,3
ABT-888,BEZ-235,DLD1,DB07232,DB11651,15.792463776199998,3
ABT-888,BEZ-235,ES2,DB07232,DB11651,12.5176900562,3
ABT-888,BEZ-235,HCT116,DB07232,DB11651,18.262930719,3
ABT-888,BEZ-235,HT144,DB07232,DB11651,19.9080663158,3
ABT-888,BEZ-235,HT29,DB07232,DB11651,24.1457708743,3
ABT-888,BEZ-235,KPL1,DB07232,DB11651,29.124562955300004,3
ABT-888,BEZ-235,LOVO,DB07232,DB11651,19.4453474229,3
ABT-888,BEZ-235,MDAMB436,DB07232,DB11651,24.1173731279,3
ABT-888,BEZ-235,NCIH1650,DB07232,DB11651,14.7751419557,3
ABT-888,BEZ-235,NCIH2122,DB07232,DB11651,19.4110951432,3
ABT-888,BEZ-235,NCIH23,DB07232,DB11651,4.1014188757,3
ABT-888,BEZ-235,NCIH460,DB07232,DB11651,18.1007010567,3
ABT-888,BEZ-235,NCIH520,DB07232,DB11651,24.9807546121,3
ABT-888,BEZ-235,OV90,DB07232,DB11651,16.978958509,3
ABT-888,BEZ-235,RKO,DB07232,DB11651,14.5377525408,3
ABT-888,BEZ-235,RPMI7951,DB07232,DB11651,27.9568856891,3
ABT-888,BEZ-235,SKMEL30,DB07232,DB11651,29.522760917600003,3
ABT-888,BEZ-235,SKMES1,DB07232,DB11651,19.5913346773,3
ABT-888,BEZ-235,SKOV3,DB07232,DB11651,6.3798751869000005,3
ABT-888,BEZ-235,SW620,DB07232,DB11651,17.5929650504,3
ABT-888,BEZ-235,SW837,DB07232,DB11651,23.2895991148,3
ABT-888,BEZ-235,T47D,DB07232,DB11651,117.0012792555,3
ABT-888,BEZ-235,UACC62,DB07232,DB11651,19.8343063949,3
ABT-888,BEZ-235,VCAP,DB07232,DB11651,18.5742481179,3
ABT-888,BEZ-235,ZR751,DB07232,DB11651,27.4259294397,3
ABT-888,DINACICLIB,A2058,DB07232,DB12021,11.1487216398,4
ABT-888,DINACICLIB,A2780,DB07232,DB12021,5.3834429122000005,4
ABT-888,DINACICLIB,A375,DB07232,DB12021,3.9088070939,4
ABT-888,DINACICLIB,CAOV3,DB07232,DB12021,8.436597287,4
ABT-888,DINACICLIB,DLD1,DB07232,DB12021,4.088199169,4
ABT-888,DINACICLIB,ES2,DB07232,DB12021,5.549440857,4
ABT-888,DINACICLIB,HCT116,DB07232,DB12021,4.9726050839,4
ABT-888,DINACICLIB,HT144,DB07232,DB12021,-1.2941638575,4
ABT-888,DINACICLIB,HT29,DB07232,DB12021,6.9534069222,4
ABT-888,DINACICLIB,KPL1,DB07232,DB12021,16.0293076172,4
ABT-888,DINACICLIB,LOVO,DB07232,DB12021,5.1740033272,4
ABT-888,DINACICLIB,MDAMB436,DB07232,DB12021,6.447414255700001,4
ABT-888,DINACICLIB,NCIH1650,DB07232,DB12021,9.4219365704,4
ABT-888,DINACICLIB,NCIH2122,DB07232,DB12021,11.6745397309,4
ABT-888,DINACICLIB,NCIH23,DB07232,DB12021,11.9707676506,4
ABT-888,DINACICLIB,NCIH460,DB07232,DB12021,5.614266478999999,4
ABT-888,DINACICLIB,NCIH520,DB07232,DB12021,0.0562532534,4
ABT-888,DINACICLIB,OV90,DB07232,DB12021,-7.962884871,4
ABT-888,DINACICLIB,RKO,DB07232,DB12021,7.513779684099999,4
ABT-888,DINACICLIB,RPMI7951,DB07232,DB12021,18.1691611882,4
ABT-888,DINACICLIB,SKMEL30,DB07232,DB12021,7.3363541735,4
ABT-888,DINACICLIB,SKMES1,DB07232,DB12021,14.398926503299998,4
ABT-888,DINACICLIB,SKOV3,DB07232,DB12021,5.2268356505,4
ABT-888,DINACICLIB,SW620,DB07232,DB12021,1.2472249313,4
ABT-888,DINACICLIB,SW837,DB07232,DB12021,-5.3892419402,4
ABT-888,DINACICLIB,T47D,DB07232,DB12021,-24.155950645900003,4
ABT-888,DINACICLIB,UACC62,DB07232,DB12021,3.6130085016,4
ABT-888,DINACICLIB,VCAP,DB07232,DB12021,10.3203322274,4
ABT-888,DINACICLIB,ZR751,DB07232,DB12021,-9.2852862513,4
ABT-888,GELDANAMYCIN,A2058,DB07232,DB02424,22.669720815300003,3
ABT-888,GELDANAMYCIN,A2780,DB07232,DB02424,11.0932315467,3
ABT-888,GELDANAMYCIN,A375,DB07232,DB02424,11.6800392663,3
ABT-888,GELDANAMYCIN,CAOV3,DB07232,DB02424,16.7029632959,3
ABT-888,GELDANAMYCIN,DLD1,DB07232,DB02424,3.9781834763,3
ABT-888,GELDANAMYCIN,ES2,DB07232,DB02424,0.3378827318,3
ABT-888,GELDANAMYCIN,HCT116,DB07232,DB02424,22.9721630249,3
ABT-888,GELDANAMYCIN,HT144,DB07232,DB02424,2.9857613765,3
ABT-888,GELDANAMYCIN,HT29,DB07232,DB02424,-4.7829814672,3
ABT-888,GELDANAMYCIN,KPL1,DB07232,DB02424,15.3235604778,3
ABT-888,GELDANAMYCIN,LOVO,DB07232,DB02424,13.0681393719,3
ABT-888,GELDANAMYCIN,MDAMB436,DB07232,DB02424,17.350340911300002,3
ABT-888,GELDANAMYCIN,NCIH1650,DB07232,DB02424,-5.2618064532,3
ABT-888,GELDANAMYCIN,NCIH2122,DB07232,DB02424,6.8779780685,3
ABT-888,GELDANAMYCIN,NCIH23,DB07232,DB02424,-6.233105646399999,3
ABT-888,GELDANAMYCIN,NCIH460,DB07232,DB02424,-2.126961774,3
ABT-888,GELDANAMYCIN,NCIH520,DB07232,DB02424,-1.9574988266,3
ABT-888,GELDANAMYCIN,OV90,DB07232,DB02424,-8.587738631,3
ABT-888,GELDANAMYCIN,RKO,DB07232,DB02424,33.8314776801,3
ABT-888,GELDANAMYCIN,RPMI7951,DB07232,DB02424,0.6465689579,3
ABT-888,GELDANAMYCIN,SKMEL30,DB07232,DB02424,30.3418934313,3
ABT-888,GELDANAMYCIN,SKMES1,DB07232,DB02424,7.8085166783,3
ABT-888,GELDANAMYCIN,SKOV3,DB07232,DB02424,-10.7465625575,3
ABT-888,GELDANAMYCIN,SW620,DB07232,DB02424,-15.0026455024,3
ABT-888,GELDANAMYCIN,SW837,DB07232,DB02424,6.088914754199999,3
ABT-888,GELDANAMYCIN,T47D,DB07232,DB02424,-27.2538174851,3
ABT-888,GELDANAMYCIN,UACC62,DB07232,DB02424,4.1728440759,3
ABT-888,GELDANAMYCIN,VCAP,DB07232,DB02424,10.2809034756,3
ABT-888,GELDANAMYCIN,ZR751,DB07232,DB02424,-17.080157941,3
ABT-888,MK-8669,A2058,DB07232,DB06233,24.7600060155,1
ABT-888,MK-8669,A2780,DB07232,DB06233,6.3782342163,1
ABT-888,MK-8669,A375,DB07232,DB06233,0.8770548695999999,1
ABT-888,MK-8669,CAOV3,DB07232,DB06233,21.2772500899,1
ABT-888,MK-8669,DLD1,DB07232,DB06233,4.24027097,1
ABT-888,MK-8669,ES2,DB07232,DB06233,-1.2805993886,1
ABT-888,MK-8669,HCT116,DB07232,DB06233,-5.4541171375,1
ABT-888,MK-8669,HT144,DB07232,DB06233,-6.7340915687,1
ABT-888,MK-8669,HT29,DB07232,DB06233,5.0791192637,1
ABT-888,MK-8669,KPL1,DB07232,DB06233,41.5995104719,1
ABT-888,MK-8669,LOVO,DB07232,DB06233,6.9283136783,1
ABT-888,MK-8669,MDAMB436,DB07232,DB06233,6.9850269241,1
ABT-888,MK-8669,NCIH1650,DB07232,DB06233,-9.1676625012,1
ABT-888,MK-8669,NCIH2122,DB07232,DB06233,7.5032078751,1
ABT-888,MK-8669,NCIH23,DB07232,DB06233,10.1025804599,1
ABT-888,MK-8669,NCIH460,DB07232,DB06233,-7.2578952444,1
ABT-888,MK-8669,NCIH520,DB07232,DB06233,13.2649049368,1
ABT-888,MK-8669,OV90,DB07232,DB06233,-0.7602999066,1
ABT-888,MK-8669,RKO,DB07232,DB06233,3.3465666885000003,1
ABT-888,MK-8669,RPMI7951,DB07232,DB06233,12.773633886,1
ABT-888,MK-8669,SKMEL30,DB07232,DB06233,-0.2658647526,1
ABT-888,MK-8669,SKMES1,DB07232,DB06233,9.0262819956,1
ABT-888,MK-8669,SKOV3,DB07232,DB06233,7.7160813864,1
ABT-888,MK-8669,SW620,DB07232,DB06233,1.0165238754,1
ABT-888,MK-8669,SW837,DB07232,DB06233,-16.0112202114,1
ABT-888,MK-8669,T47D,DB07232,DB06233,16.0705422046,1
ABT-888,MK-8669,UACC62,DB07232,DB06233,4.0469844433,1
ABT-888,MK-8669,VCAP,DB07232,DB06233,-2.5656413442,1
ABT-888,MK-8669,ZR751,DB07232,DB06233,-1.645029592,1
ABT-888,MK-8776,A2058,DB07232,DB11899,15.4587203955,4
ABT-888,MK-8776,A2780,DB07232,DB11899,8.0044216366,4
ABT-888,MK-8776,A375,DB07232,DB11899,1.3946229303,4
ABT-888,MK-8776,CAOV3,DB07232,DB11899,9.641087937,4
ABT-888,MK-8776,DLD1,DB07232,DB11899,1.5419917397999998,4
ABT-888,MK-8776,ES2,DB07232,DB11899,-17.1720236244,4
ABT-888,MK-8776,HCT116,DB07232,DB11899,3.6021401132,4
ABT-888,MK-8776,HT144,DB07232,DB11899,-51.2198803715,4
ABT-888,MK-8776,HT29,DB07232,DB11899,-1.9575887317,4
ABT-888,MK-8776,KPL1,DB07232,DB11899,1.3440625253999998,4
ABT-888,MK-8776,LOVO,DB07232,DB11899,1.0669122944,4
ABT-888,MK-8776,MDAMB436,DB07232,DB11899,9.0264111901,4
ABT-888,MK-8776,NCIH1650,DB07232,DB11899,-3.2639424966000004,4
ABT-888,MK-8776,NCIH2122,DB07232,DB11899,-7.600734918500001,4
ABT-888,MK-8776,NCIH23,DB07232,DB11899,-7.794220194099999,4
ABT-888,MK-8776,NCIH460,DB07232,DB11899,-0.2963538419,4
ABT-888,MK-8776,NCIH520,DB07232,DB11899,-2.5546775303,4
ABT-888,MK-8776,OV90,DB07232,DB11899,0.6173088853,4
ABT-888,MK-8776,RKO,DB07232,DB11899,-0.0172287476,4
ABT-888,MK-8776,RPMI7951,DB07232,DB11899,-0.9447617693,4
ABT-888,MK-8776,SKMEL30,DB07232,DB11899,-2.3211651128,4
ABT-888,MK-8776,SKMES1,DB07232,DB11899,-1.4086040537,4
ABT-888,MK-8776,SKOV3,DB07232,DB11899,1.2940699051,4
ABT-888,MK-8776,SW620,DB07232,DB11899,0.0625902461,4
ABT-888,MK-8776,SW837,DB07232,DB11899,-85.5323370086,4
ABT-888,MK-8776,T47D,DB07232,DB11899,6.120087825900001,4
ABT-888,MK-8776,UACC62,DB07232,DB11899,1.0604569664,4
ABT-888,MK-8776,VCAP,DB07232,DB11899,-9.2696932831,4
ABT-888,MK-8776,ZR751,DB07232,DB11899,-32.47762672,4
ABT-888,OXALIPLATIN,A2058,DB07232,DB00526,4.9360377328,4
ABT-888,OXALIPLATIN,A2780,DB07232,DB00526,-3.3864397912,4
ABT-888,OXALIPLATIN,A375,DB07232,DB00526,-9.9987753767,4
ABT-888,OXALIPLATIN,CAOV3,DB07232,DB00526,0.4050505531,4
ABT-888,OXALIPLATIN,DLD1,DB07232,DB00526,-6.6188508609,4
ABT-888,OXALIPLATIN,ES2,DB07232,DB00526,-16.8221313331,4
ABT-888,OXALIPLATIN,HCT116,DB07232,DB00526,9.3420158496,4
ABT-888,OXALIPLATIN,HT144,DB07232,DB00526,-25.6565512646,4
ABT-888,OXALIPLATIN,HT29,DB07232,DB00526,-6.3173057667,4
ABT-888,OXALIPLATIN,KPL1,DB07232,DB00526,5.9714952611,4
ABT-888,OXALIPLATIN,LOVO,DB07232,DB00526,-22.7744766837,4
ABT-888,OXALIPLATIN,MDAMB436,DB07232,DB00526,-6.533292445700001,4
ABT-888,OXALIPLATIN,NCIH1650,DB07232,DB00526,-17.3877823501,4
ABT-888,OXALIPLATIN,NCIH2122,DB07232,DB00526,0.0764558249,4
ABT-888,OXALIPLATIN,NCIH23,DB07232,DB00526,-22.0750933312,4
ABT-888,OXALIPLATIN,NCIH460,DB07232,DB00526,-20.3665605653,4
ABT-888,OXALIPLATIN,NCIH520,DB07232,DB00526,-8.7509534001,4
ABT-888,OXALIPLATIN,OV90,DB07232,DB00526,-27.749135907,4
ABT-888,OXALIPLATIN,RKO,DB07232,DB00526,0.6422767705,4
ABT-888,OXALIPLATIN,RPMI7951,DB07232,DB00526,-26.722585116,4
ABT-888,OXALIPLATIN,SKMEL30,DB07232,DB00526,2.0839281646,4
ABT-888,OXALIPLATIN,SKMES1,DB07232,DB00526,-13.380606681300002,4
